OTU,St01_MN,St01_SG,St01_CR,St01_SD,St02_MN,St02_SG,St02_CR,St02_SD,St03_MN,St03_SG,St03_CR,St03_SD,St04_MN,St04_SG,St04_CR,St04_SD,St05_MN,St05_SG,St05_CR,St05_SD,St06_MN,St06_SG,St06_CR,St06_SD,St07_MN,St07_SG,St07_CR,St07_SD,St08_MN,St08_SG,St08_CR,St08_SD,St09_MN,St09_SG,St09_CR,St09_SD,St10_SD,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_653,0,0,0,152,0,0,22,62,0,0,0,88,0,0,0,120,0,0,0,63,0,0,0,187,0,0,0,71,0,0,0,84,0,0,0,62,0,Archaea,Marinimicrobia,Marine_Benthic_Group_A,NA,NA,NA,NA
OTU_654,0,0,0,108,0,0,69,90,0,0,0,101,0,0,0,76,0,0,0,140,0,0,0,134,0,0,0,137,0,0,31,137,0,0,0,114,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_655,0,0,0,138,0,0,0,85,0,0,0,125,0,0,0,91,0,0,0,214,0,0,0,143,0,0,0,135,0,0,0,165,0,0,0,73,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_656,0,0,0,106,0,0,62,90,0,0,0,131,0,0,0,88,0,0,0,170,0,0,0,146,0,0,0,112,0,0,0,193,0,0,0,81,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_657,56,122,0,0,7,19,0,0,151,77,0,0,38,35,175,0,215,87,0,0,181,0,0,0,161,0,75,0,256,150,0,0,215,0,0,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_658,0,508,623,0,0,0,0,0,0,0,0,0,0,0,166,0,0,32,16,0,0,30,16,0,0,21,0,0,0,119,40,0,0,0,26,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_659,18,90,39,0,0,8,0,0,20,21,62,0,0,0,23,0,0,183,127,0,0,188,173,0,0,217,15,0,0,0,0,0,0,19,50,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_III,NA,NA,NA
OTU_660,58,117,0,0,0,24,0,0,133,57,0,0,55,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,KI89A_clade,NA,NA,NA
OTU_661,7,62,28,1,27,81,0,5,194,120,28,40,9,10,51,6,0,42,61,12,0,229,108,7,0,47,79,4,0,34,0,11,0,104,168,10,0,Bacteria,Nitrospirae,OM190,NA,NA,NA,NA
OTU_662,49,94,0,0,77,54,0,0,71,49,0,0,75,60,292,0,0,59,0,0,0,56,98,0,0,89,0,0,0,39,0,0,64,71,58,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA
OTU_663,0,0,175,0,0,0,184,0,0,0,204,0,0,0,0,0,0,121,304,0,0,0,68,0,0,0,0,0,0,90,286,0,0,438,633,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
OTU_664,0,0,0,91,0,0,0,111,0,0,0,142,0,0,0,87,0,0,0,109,0,0,0,87,0,0,0,113,0,0,0,89,0,0,0,88,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_665,0,0,0,131,0,0,0,149,0,0,0,115,0,0,0,84,0,0,0,108,0,0,0,111,0,0,0,114,0,0,0,121,0,0,0,42,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_666,154,368,123,0,26,53,0,0,145,107,0,0,193,186,162,0,155,123,0,0,0,0,0,0,108,212,223,0,0,207,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_667,22,257,174,0,68,70,29,0,141,145,0,0,0,22,40,0,0,96,64,0,0,96,58,0,0,151,108,0,0,121,61,0,0,226,297,0,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,NA
OTU_668,192,145,0,0,0,80,0,0,335,140,0,0,106,0,213,0,194,0,0,0,181,0,0,0,112,0,0,0,0,122,0,0,147,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_669,0,0,32,0,0,0,94,0,0,0,93,0,0,0,0,0,0,127,291,0,0,219,175,0,0,0,26,0,0,41,168,0,0,437,575,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
OTU_670,0,0,0,114,0,0,0,80,0,0,0,108,0,0,0,113,0,0,0,153,0,0,0,129,0,0,0,157,0,0,0,163,0,0,0,93,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_671,0,0,0,75,0,0,59,53,0,0,0,180,0,0,0,115,0,0,0,111,0,0,0,57,0,0,0,98,0,0,27,51,0,0,0,48,0,Bacteria,Proteobacteria,GammaProteobacteria,AT-s2-59,NA,NA,NA
OTU_672,55,0,0,0,0,0,0,0,66,37,0,0,6,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,NA
OTU_673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,182,0,0,0,0,0,0,0,0,0,0,321,310,0,0,389,408,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_674,61,52,41,0,8,20,0,0,115,54,44,0,26,32,78,0,60,104,39,0,60,56,39,0,33,120,102,0,65,288,0,0,46,61,48,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_675,68,59,49,0,16,33,0,0,112,65,45,0,52,38,68,0,85,93,19,0,82,53,33,0,24,82,59,0,214,204,0,0,131,40,48,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_676,0,0,0,123,0,0,0,83,0,0,0,147,0,0,0,82,0,0,0,282,0,0,0,108,0,0,0,115,0,0,0,129,0,0,0,82,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_677,0,0,12,129,0,0,130,94,0,0,11,124,0,0,0,123,0,5,5,110,0,8,10,85,0,5,0,109,0,0,76,100,0,10,35,65,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_679,0,0,0,99,0,0,0,81,0,0,0,127,0,0,0,90,0,0,0,123,0,0,0,78,0,0,0,73,0,0,0,103,0,0,0,117,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_680,0,0,35,0,0,0,800,0,0,0,21,32,0,0,0,16,0,0,24,41,0,0,0,24,0,0,10,26,0,0,907,21,0,0,28,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_681,0,0,0,91,0,0,0,87,0,0,0,69,0,0,0,68,0,0,0,104,0,0,0,198,0,0,0,149,0,0,80,147,0,0,0,229,0,Bacteria,Proteobacteria,DeltaProteobacteria,NB1-j,NA,NA,NA
OTU_682,0,0,0,104,0,0,0,77,0,0,0,118,0,0,0,85,0,0,0,186,0,0,0,100,0,0,0,137,0,0,0,155,0,0,0,114,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_683,0,0,10,100,0,0,111,164,0,0,34,172,0,0,0,108,0,0,0,114,0,0,0,151,0,0,0,140,0,0,83,173,0,0,6,234,0,Bacteria,Proteobacteria,DeltaProteobacteria,NB1-j,NA,NA,NA
OTU_684,0,0,0,112,0,0,0,74,0,0,0,84,0,0,0,129,0,0,0,90,0,0,0,139,0,0,0,102,0,0,0,180,0,0,0,89,0,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
OTU_685,0,0,0,87,0,0,0,117,0,0,62,119,0,0,0,94,0,0,0,130,0,0,0,165,0,0,0,159,0,0,101,173,0,0,0,67,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
OTU_686,49,0,0,0,0,101,0,0,52,0,0,0,0,0,127,0,218,0,0,0,406,0,0,0,173,0,0,0,160,0,0,0,174,0,0,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA
OTU_687,0,0,0,74,0,0,118,53,0,0,16,80,0,0,0,50,0,0,0,116,0,5,0,90,0,0,0,111,0,0,65,107,0,0,0,54,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_688,252,0,0,0,160,352,0,0,291,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,115,55,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_690,195,0,0,0,0,75,0,0,146,70,0,0,0,64,0,0,170,0,0,0,99,0,0,0,150,0,0,0,150,0,0,0,146,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_691,0,0,0,168,0,0,0,116,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,69,0,0,0,147,0,0,0,80,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_692,0,0,0,82,0,0,93,122,0,0,0,101,0,0,0,123,0,0,0,76,0,0,0,71,0,0,0,94,0,0,39,125,0,0,0,75,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_693,64,92,97,0,54,47,0,0,14,6,46,0,0,12,45,0,0,63,204,0,0,116,234,0,0,352,434,0,0,48,78,0,0,85,103,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
OTU_694,0,0,0,89,0,0,0,88,0,0,0,155,0,0,0,125,0,0,0,148,0,0,0,60,0,0,0,99,0,0,0,61,0,0,0,57,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_695,0,0,0,122,0,0,0,101,0,0,0,161,0,0,0,123,0,0,0,247,0,0,0,216,0,0,0,183,0,0,0,128,0,0,0,338,0,Bacteria,Nitrospirae,OM190,NA,NA,NA,NA
OTU_696,0,0,0,101,0,0,0,116,0,0,0,130,0,0,0,80,0,0,0,82,0,0,0,78,0,0,0,120,0,0,0,108,0,0,0,82,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_697,152,0,0,0,46,138,0,0,324,147,0,0,70,48,74,0,71,78,0,0,173,0,0,0,178,89,97,0,97,83,0,0,57,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_698,287,203,135,0,0,0,0,0,374,185,0,0,0,112,277,0,265,0,0,0,0,0,0,0,115,0,0,0,0,163,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_699,0,5,13,0,0,0,0,0,0,0,0,8,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
OTU_700,435,59,0,0,86,125,0,0,136,81,0,0,109,96,62,0,222,63,0,0,0,0,0,0,25,71,0,0,32,0,0,0,0,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_701,0,45,111,0,0,0,128,0,0,0,103,0,0,0,50,0,0,238,179,0,0,108,82,0,0,125,39,0,0,105,148,0,0,132,154,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_702,349,0,0,0,0,127,0,0,424,199,0,0,109,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,96,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_703,0,414,237,0,125,20,0,0,20,0,0,0,0,0,72,0,0,97,45,0,22,82,16,0,16,24,35,0,0,211,0,0,0,207,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA
OTU_704,0,0,0,94,0,0,0,104,0,0,0,183,0,0,0,101,0,0,0,104,0,0,0,91,0,0,0,123,0,0,14,105,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_705,0,0,0,91,0,0,0,145,0,0,0,145,0,0,0,89,0,0,0,80,0,0,0,76,0,0,0,130,0,0,0,118,0,0,0,80,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_706,14,267,232,0,19,37,0,0,180,129,12,0,0,0,50,0,0,62,27,0,0,157,50,0,0,68,102,0,0,173,0,0,0,66,36,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_707,13,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,341,12,0,0,499,0,0,0,256,0,0,0,249,0,0,0,656,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,NA
OTU_708,0,52,61,0,0,0,83,0,25,0,33,0,0,0,37,0,0,112,129,0,0,274,248,0,0,135,89,0,0,145,106,0,0,143,171,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_709,0,72,43,0,0,0,0,0,0,0,35,0,0,0,0,0,0,151,221,0,0,113,147,0,0,85,86,0,0,104,79,0,0,746,417,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_710,0,0,0,111,0,0,0,132,0,0,0,161,0,0,0,93,0,0,0,71,0,0,0,126,0,0,0,82,0,0,0,85,0,0,0,90,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_711,118,16,14,0,144,268,32,0,385,137,27,0,62,157,0,0,44,65,30,0,0,51,19,0,0,30,0,0,0,288,33,0,0,95,56,0,0,Bacteria,NA,NA,NA,NA,NA,NA
OTU_712,0,0,39,0,0,12,86,0,0,0,67,0,0,0,0,0,0,66,32,0,0,14,22,0,0,0,0,0,0,21,161,0,0,13,38,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_713,204,0,0,0,103,459,0,0,584,273,18,0,68,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_714,112,42,35,0,15,35,0,0,170,91,0,0,53,38,50,0,238,47,20,0,180,18,0,0,69,48,21,4,67,51,6,0,101,12,8,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_III,NA,NA
OTU_715,0,0,0,115,0,0,0,107,0,0,0,154,0,0,0,99,0,0,0,98,0,0,0,139,0,0,0,107,0,0,0,92,0,0,0,115,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_716,0,182,213,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_717,0,0,89,0,0,0,102,0,0,0,97,0,0,0,0,0,0,180,158,0,0,123,138,0,0,58,0,0,0,157,146,0,0,251,286,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_718,68,206,225,0,0,0,0,0,0,0,0,0,0,0,66,0,0,157,69,0,0,142,90,0,0,71,0,0,0,116,0,0,0,138,178,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_719,0,0,0,103,0,0,0,82,0,0,0,85,0,0,0,70,0,0,0,205,0,0,0,107,0,0,0,151,0,0,0,155,0,0,0,93,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_720,32,90,43,0,68,115,0,0,130,111,22,0,12,34,29,0,16,131,37,0,0,68,29,0,10,193,43,0,0,28,0,0,0,42,52,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_721,0,0,0,0,0,268,127,0,477,377,17,0,38,68,0,0,0,0,0,0,0,0,0,0,0,65,93,0,0,0,144,0,0,0,197,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_722,0,127,0,0,0,0,0,0,232,0,0,0,0,0,151,0,292,0,0,0,279,0,0,0,267,0,0,0,277,129,0,0,222,0,0,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_723,0,0,45,84,0,0,213,108,0,0,44,134,0,0,0,72,0,0,0,95,0,0,0,76,0,0,0,93,0,0,153,84,0,15,35,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_724,0,0,0,149,0,0,0,48,0,0,0,122,0,0,0,135,0,0,0,144,0,0,0,120,0,0,0,128,0,0,0,85,0,0,0,218,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
OTU_725,0,292,140,0,0,0,0,0,0,0,0,0,0,0,84,0,0,166,0,0,0,245,96,0,49,253,0,0,31,0,0,0,0,84,118,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_726,0,0,0,112,0,0,0,159,0,0,0,118,0,0,0,80,0,0,0,61,0,0,0,111,0,0,0,73,0,0,0,114,0,0,0,46,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_727,0,0,0,0,0,0,208,0,0,40,197,0,0,0,0,0,0,145,110,0,0,73,69,0,0,35,0,0,0,163,294,0,0,93,132,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_728,741,0,0,0,36,168,0,0,183,167,0,0,188,296,129,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_729,96,131,103,0,0,33,0,0,154,82,72,0,99,40,110,0,81,77,71,0,0,108,101,0,21,56,69,0,135,57,0,0,69,150,206,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_730,0,0,0,96,0,0,0,65,0,0,0,121,0,0,0,83,0,0,0,194,0,0,0,109,0,0,0,130,0,0,0,163,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_731,0,25,66,47,0,0,0,23,0,0,0,71,0,0,13,0,0,76,156,67,0,132,150,0,0,54,30,115,0,31,0,39,0,90,255,55,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,306,138,0,0,156,103,0,0,0,0,0,0,92,217,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_733,0,51,0,0,81,91,0,0,118,76,0,0,0,0,38,0,0,55,45,0,0,84,75,0,0,72,43,0,0,30,0,0,0,0,37,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,Candidatus_Puniceispirillum,NA
OTU_734,0,0,0,123,0,0,0,32,0,0,0,47,0,0,0,213,0,0,0,179,0,0,0,110,0,0,0,68,0,0,0,70,0,0,0,319,0,Bacteria,Nitrospirae,Planctomycetacia,Planctomycetales,NA,NA,NA
OTU_735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,137,0,0,0,0,0,0,0,0,0,0,606,267,0,0,340,327,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_736,0,0,0,107,0,0,0,81,0,0,0,144,0,0,0,102,0,0,0,128,0,0,0,66,0,0,0,90,0,0,0,86,0,0,0,60,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_737,0,431,217,0,94,0,0,0,79,0,0,0,0,0,98,0,0,29,20,12,0,132,94,0,0,188,345,6,0,0,0,0,0,178,399,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_738,136,0,0,0,188,126,0,0,138,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,64,71,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_739,0,0,0,116,0,0,0,77,0,0,0,160,0,0,0,105,0,0,0,91,0,0,0,142,0,0,0,95,0,0,0,110,0,0,0,65,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_740,0,0,0,94,0,0,36,83,0,0,0,94,0,0,0,109,0,0,0,64,0,0,0,194,0,0,0,85,0,0,0,66,0,0,0,103,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_742,0,0,0,0,0,0,0,0,15,0,87,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,1939,0,0,0,24,15,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_743,0,0,0,193,0,0,0,74,0,0,0,180,0,0,0,114,0,0,0,183,0,0,0,72,0,0,0,105,0,0,0,62,0,0,0,69,0,Bacteria,Nitrospirae,Planctomycetacia,Planctomycetales,NA,NA,NA
OTU_744,0,0,0,98,0,0,0,66,0,0,0,92,0,0,0,96,0,0,0,108,0,0,0,114,0,0,0,108,0,0,0,67,0,0,0,128,0,Bacteria,Proteobacteria,DeltaProteobacteria,NA,NA,NA,NA
OTU_745,0,0,0,89,0,0,58,99,0,0,59,79,0,0,0,49,0,19,0,106,0,0,0,99,0,0,0,98,0,0,64,123,0,0,0,60,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_746,183,0,0,0,79,169,0,0,361,161,0,0,61,65,52,0,130,0,0,0,66,0,0,0,79,0,0,0,40,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_747,0,0,0,85,0,0,0,79,0,0,0,119,0,0,0,50,0,0,0,96,0,0,0,89,0,0,0,112,0,0,0,100,0,0,0,48,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_748,0,0,0,83,0,0,0,131,0,0,0,167,0,0,0,113,0,0,0,93,0,0,0,168,0,0,0,90,0,0,0,74,0,0,0,125,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_749,0,57,44,0,0,0,0,0,9,0,46,0,0,0,0,0,0,158,147,0,0,153,169,0,0,117,73,0,0,359,43,0,0,177,199,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_750,0,0,0,93,0,0,0,101,0,0,0,112,0,0,0,100,0,0,0,119,0,0,0,81,0,0,0,141,0,0,0,79,0,0,0,95,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
OTU_751,0,0,0,126,0,0,0,82,0,0,0,162,0,0,0,96,0,0,0,129,0,0,0,105,0,0,0,104,0,0,0,79,0,0,0,48,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_752,9,23,0,62,18,27,64,56,0,23,46,68,0,0,8,65,0,0,12,79,0,101,49,203,0,53,56,94,0,0,0,35,0,0,0,51,0,Bacteria,Proteobacteria,GammaProteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
OTU_753,0,0,0,70,0,0,63,118,0,0,0,129,0,0,0,83,0,0,0,61,0,0,0,71,0,0,0,84,0,0,0,118,0,0,0,68,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_754,111,0,0,0,0,75,0,0,144,96,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_755,0,0,0,96,0,0,0,97,0,0,0,123,0,0,0,72,0,0,0,98,0,0,0,102,0,0,0,114,0,0,0,113,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_756,0,0,0,113,0,0,0,76,0,0,0,101,0,0,0,92,0,0,0,145,0,0,0,139,0,0,0,130,0,0,0,159,0,0,0,96,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_757,0,0,9,0,0,0,388,0,0,0,37,147,0,0,0,50,0,0,0,86,0,0,0,0,0,0,0,27,0,0,121,0,0,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_758,0,0,0,113,0,0,0,53,0,0,0,95,0,0,0,220,0,0,0,160,0,0,0,120,0,0,0,106,0,0,0,79,0,0,0,252,0,Bacteria,Nitrospirae,Planctomycetacia,Planctomycetales,NA,NA,NA
OTU_759,26,518,376,0,0,0,0,0,0,0,0,0,0,20,203,0,0,128,54,0,0,84,40,0,0,159,98,0,0,0,0,0,0,108,100,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_760,102,96,27,17,113,221,40,15,170,158,25,34,123,103,84,21,52,48,24,36,0,0,0,15,16,0,0,20,55,108,82,0,0,0,0,8,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
OTU_762,0,0,0,90,0,0,0,123,0,0,0,81,0,0,0,90,0,0,0,87,0,0,0,92,0,0,0,102,0,0,0,78,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_763,0,0,0,105,0,0,0,75,0,0,0,131,0,0,0,74,0,0,0,83,0,0,0,145,0,0,0,71,0,0,0,106,0,0,0,132,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
